n,k,M,r,Tp,Tc,f,cl,cm,cu,cv
1024,16,1062034,969,296495370,338757222,420,1,2.4381,325,252.441
1024,16,1280008,1172,295952896,415215860,490,1,2.0898,226,106.523
1024,16,1283274,1176,301512689,374072274,471,1,2.1741,142,49.6555
1024,16,1305776,1195,270214820,386866411,519,1,1.97303,158,52.8972
1024,16,1444980,1323,275656101,448046806,596,1,1.71812,44,7.27289
1024,16,56177,18,273658791,14429795,3,1,341.333,1022,231654
1024,16,58752,12,271939250,11952084,1,1024,1024,1024,0
1024,16,65718,12,319719649,14819863,1,1024,1024,1024,0
2048,16,102079,19,261958337,18625643,4,1,512,2045,783363
2048,16,115793,15,248022198,15502437,2,1,1024,2047,1.04653e+06
2048,16,132815,15,263577890,16296896,2,1,1024,2047,1.04653e+06
2048,16,2000989,1822,285674452,604776213,840,1,2.4381,748,665.425
2048,16,2632791,2411,278378683,885015606,1029,1,1.99028,202,49.1097
2048,16,2651302,2428,283110348,768940002,1040,1,1.96923,179,40.7991
2048,16,2658604,2435,289756748,767164961,1038,1,1.97303,134,38.2054
2048,16,2940863,2691,267129091,926135574,1267,1,1.61642,37,3.87181
4096,16,198189,21,312111131,21287996,6,1,682.667,4091,2.32335e+06
4096,16,232136,16,297913460,20060157,3,1,1365.33,4094,3.72281e+06
4096,16,261234,12,274709041,19387941,1,4096,4096,4096,0
4096,16,4130883,3769,260332608,1180011512,1628,1,2.51597,1283,1014.35
4096,16,5197558,4759,295157722,1521554518,2040,1,2.00784,173,41.7499
4096,16,5343192,4895,257849819,1565004184,2079,1,1.97018,243,38.5907
4096,16,5399701,4951,314551360,1541731428,2029,1,2.01873,79,19.2328
4096,16,5890319,5395,257913561,1678998067,2446,1,1.67457,55,5.047
8192,16,10510276,9626,282147790,2958164788,4112,1,1.99222,339,59.0437
8192,16,10635756,9746,297220106,3014888748,4089,1,2.00342,639,109.79
8192,16,10775837,9875,275493066,3052392350,4163,1,1.96781,234,28.3257
8192,16,11879148,10882,263107191,3375127491,4929,1,1.662,42,4.20306
8192,16,401493,23,266965600,32240750,8,1,1024,8185,7.3257e+06
8192,16,477356,15,311955724,29879296,2,1,4096,8191,1.6769e+07
8192,16,553939,14,276797855,29674805,1,8192,8192,8192,0
8192,16,8249591,7524,265730785,2331382035,3317,1,2.4697,2573,1999.37
16384,16,1174473,14,310348444,52492540,1,16384,16384,16384,0
16384,16,16606673,15143,265260198,4666371513,6787,1,2.41403,4636,3177.92
16384,16,21017512,19249,297489200,5958507721,8238,1,1.98883,659,81.1135
16384,16,21334207,19552,275255368,5964959377,8175,1,2.00416,324,41.3062
16384,16,21662752,19862,320503232,6264924238,8198,1,1.99854,173,27.1674
16384,16,23533991,21553,296186000,6794383236,9840,1,1.66504,80,5.39085
16384,16,832882,27,293757995,51096224,12,1,1365.33,16373,2.04755e+07
16384,16,997519,16,319802892,50033327,1,16384,16384,16384,0
32768,16,1724061,23,347627660,87264587,8,1,4096,32761,1.17383e+08
32768,16,2106546,17,425351329,93420237,4,1,8192,32765,2.01277e+08
32768,16,2473656,14,438196724,115498326,1,32768,32768,32768,0
32768,16,31898712,29056,313310032,8835473271,13284,1,2.46673,10494,8294
32768,16,42824159,39251,307065311,12936516537,16370,1,2.00171,464,47.8875
32768,16,42982756,39395,269202118,11937213008,16496,1,1.98642,351,40.2206
32768,16,42987027,39404,286097972,11938423232,16394,1,1.99878,671,66.2552
32768,16,46808164,42858,279974443,12988224850,19729,1,1.66091,91,5.53335
65536,16,3644947,27,507047342,180169996,10,1,6553.6,65527,3.86429e+08
65536,16,4439200,16,490968442,216107131,1,65536,65536,65536,0
65536,16,5225984,14,535745656,224625337,1,65536,65536,65536,0
65536,16,64629713,58901,299043900,20399856209,26551,1,2.46831,20522,15865.9
65536,16,84423818,77352,356325753,24335942654,32595,1,2.01062,1811,143.034
65536,16,84947868,77846,288655197,23804446726,32603,1,2.01012,780,69.0648
65536,16,86350057,79156,293651776,24112751330,32965,1,1.98805,2042,161.984
65536,16,93578306,85698,293849571,26252998243,39103,1,1.67598,156,6.74595
131072,16,11032132,14,771900962,472557550,1,131072,131072,131072,0
131072,16,127723195,116364,336590996,37143279800,52786,1,2.48308,42229,33786.3
131072,16,168676223,154513,333347038,47035602996,65705,1,1.99486,4651,391.484
131072,16,168778505,154639,328703017,47171224349,65117,1,2.01287,3154,202.006
131072,16,170083485,155877,400594812,46778175995,65146,1,2.01197,1132,84.2963
131072,16,187538786,171756,323586516,58962536045,78257,1,1.67489,134,5.82269
131072,16,7665632,23,642044225,319944347,6,1,21845.3,131067,2.38587e+09
131072,16,9362649,16,707308292,389527453,1,131072,131072,131072,0
262144,16,16127723,36,1050238540,692184949,19,1,13797.1,262126,3.42596e+09
262144,16,19716186,16,1322162999,892364417,1,262144,262144,262144,0
262144,16,23265975,15,1376054599,918630506,2,1,131072,262143,1.71796e+10
262144,16,257804122,234939,410158427,71197500042,106039,1,2.47215,81528,62686.5
262144,16,336575917,308365,420185783,93721527724,129921,1,2.01772,6766,459.148
262144,16,338703364,310333,418427893,102946721984,130864,1,2.00318,4112,223.114
262144,16,342870634,314248,458945882,103120421823,131497,1,1.99354,1896,87.9851
262144,16,375729170,344100,401694134,115775058473,157112,1,1.66852,128,5.37445
524288,16,33804813,33,1940806464,1545746286,16,1,32768,524273,1.61051e+10
524288,16,41380574,16,2320796452,1847063047,1,524288,524288,524288,0
524288,16,48864332,16,2697222233,2179556225,1,524288,524288,524288,0
524288,16,517957703,472100,593544244,144221366185,212130,1,2.47154,162078,123839
524288,16,679495999,622616,548015118,188872153409,262313,1,1.99871,12900,704.772
524288,16,683089439,626049,547710367,206397506919,261705,1,2.00335,3286,124.235
524288,16,683494291,626389,557726106,221743314998,262586,1,1.99663,5619,202.574
